Algorithm,Params,R_Score,Pearson,Spearman,Kendalltau
AdaBoostRegressor,loss:linear-n_estimators:10,0.610636249871,0.80899448215,0.58789390316,0.437911544219
AdaBoostRegressor,loss:linear-n_estimators:50,0.725802884628,0.864536821808,0.629271433346,0.467610540209
AdaBoostRegressor,loss:linear-n_estimators:100,0.693747155135,0.854822534808,0.60773252206,0.446196881098
AdaBoostRegressor,loss:linear-n_estimators:200,0.753524877436,0.882715790595,0.673145493139,0.508423956257
AdaBoostRegressor,loss:linear-n_estimators:500,0.723325570751,0.870355987083,0.651408042016,0.484869646691
AdaBoostRegressor,loss:linear-n_estimators:1000,0.72941109152,0.869744128412,0.657607746071,0.488500448429
AdaBoostRegressor,loss:linear-n_estimators:1500,0.725733155587,0.872239917126,0.675202068818,0.504085130765
AdaBoostRegressor,loss:linear-n_estimators:2000,0.727156238601,0.873213274156,0.669822704842,0.499884460742
AdaBoostRegressor,loss:square-n_estimators:10,0.631716773724,0.797142319815,0.509649293273,0.373976308597
AdaBoostRegressor,loss:square-n_estimators:50,0.715613167636,0.849219935817,0.59866738904,0.442598416962
AdaBoostRegressor,loss:square-n_estimators:100,0.705056715403,0.842631991209,0.59956060016,0.432782063767
AdaBoostRegressor,loss:square-n_estimators:200,0.707044748218,0.847158512206,0.60625424029,0.437050236706
AdaBoostRegressor,loss:square-n_estimators:500,0.704247611786,0.841365681332,0.59139958906,0.434656785505
AdaBoostRegressor,loss:square-n_estimators:1000,0.703948321351,0.841013919017,0.591370413035,0.433397330819
AdaBoostRegressor,loss:square-n_estimators:1500,0.696218671597,0.835401035223,0.583185053621,0.426311375224
AdaBoostRegressor,loss:square-n_estimators:2000,0.70607677543,0.842561831158,0.600272903279,0.437659621748
AdaBoostRegressor,loss:exponential-n_estimators:10,0.659272953027,0.817211710504,0.532605879466,0.390524894519
AdaBoostRegressor,loss:exponential-n_estimators:50,0.713390884202,0.864519268784,0.657111014214,0.488495031627
AdaBoostRegressor,loss:exponential-n_estimators:100,0.734575711947,0.885022992666,0.688409871899,0.517770384065
AdaBoostRegressor,loss:exponential-n_estimators:200,0.747497932691,0.8904163392,0.670895291005,0.506183838289
AdaBoostRegressor,loss:exponential-n_estimators:500,0.735325428592,0.883332553122,0.678052509734,0.509708601194
AdaBoostRegressor,loss:exponential-n_estimators:1000,0.743570819856,0.889124689382,0.691031382958,0.521089573472
AdaBoostRegressor,loss:exponential-n_estimators:1500,0.728502394478,0.879583082344,0.667634171673,0.503012534251
AdaBoostRegressor,loss:exponential-n_estimators:2000,0.733168223416,0.883493327788,0.673100028336,0.507878155264
