Algorithm,Params,R_Score,Pearson,Spearman,Kendalltau
Bagging,bootstrap:True-n_estimators:10,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:10,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:50,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:100,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:200,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:500,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:1000,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:1500,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:2000,1.0,1.0,1.0,1.0
DecisionTree,criterion:mse-splitter:best,1.0,1.0,1.0,1.0
DecisionTree,criterion:mse-splitter:random,1.0,1.0,1.0,1.0
DecisionTree,criterion:friedman_mse-splitter:best,1.0,1.0,1.0,1.0
DecisionTree,criterion:friedman_mse-splitter:random,1.0,1.0,0.999512503018,0.996863557355
DecisionTree,criterion:mae-splitter:best,1.0,1.0,1.0,1.0
DecisionTree,criterion:mae-splitter:random,1.0,1.0,1.0,1.0
GradientBoostingRegressor,criterion:mae-n_estimators:500-loss:ls-min_samples_split:2-min_samples_leaf:1,1.0,1.0,0.999512503018,0.996863557355
GradientBoostingRegressor,criterion:mae-n_estimators:1000-loss:ls-min_samples_split:2-min_samples_leaf:1,1.0,1.0,0.999512503018,0.996863557355
GradientBoostingRegressor,criterion:mae-n_estimators:1500-loss:ls-min_samples_split:2-min_samples_leaf:1,1.0,1.0,0.999512503018,0.996863557355
GradientBoostingRegressor,criterion:mae-n_estimators:2000-loss:ls-min_samples_split:2-min_samples_leaf:1,1.0,1.0,0.999512503018,0.996863557355
GradientBoostingRegressor,criterion:friedman_mse-n_estimators:2000-loss:lad-min_samples_split:2-min_samples_leaf:1,1.0,1.0,0.999512503018,0.996863557355
GradientBoostingRegressor,criterion:mse-n_estimators:2000-loss:lad-min_samples_split:2-min_samples_leaf:1,1.0,1.0,0.999512503018,0.996863557355
GradientBoostingRegressor,criterion:mae-n_estimators:1500-loss:lad-min_samples_split:2-min_samples_leaf:1,1.0,1.0,0.999512503018,0.996863557355
GradientBoostingRegressor,criterion:mae-n_estimators:2000-loss:lad-min_samples_split:2-min_samples_leaf:1,1.0,1.0,0.999512503018,0.996863557355
GradientBoostingRegressor,criterion:mae-n_estimators:1000-loss:huber-min_samples_split:2-min_samples_leaf:1,1.0,1.0,0.999512503018,0.996863557355
KNeighborsRegressor,n_neighbors:1-algorithm:auto-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:auto-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:auto-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:auto-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:ball_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:ball_tree-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:ball_tree-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:ball_tree-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:kd_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:kd_tree-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:kd_tree-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:kd_tree-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:brute-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:brute-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:brute-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:brute-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:auto-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:auto-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:auto-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:auto-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:ball_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:ball_tree-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:ball_tree-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:ball_tree-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:kd_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:kd_tree-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:kd_tree-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:kd_tree-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:brute-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:brute-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:brute-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:brute-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:auto-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:auto-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:auto-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:auto-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:ball_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:ball_tree-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:ball_tree-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:ball_tree-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:kd_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:kd_tree-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:kd_tree-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:kd_tree-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:brute-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:brute-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:brute-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:3-algorithm:brute-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:auto-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:auto-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:auto-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:auto-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:ball_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:ball_tree-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:ball_tree-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:ball_tree-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:kd_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:kd_tree-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:kd_tree-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:kd_tree-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:brute-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:brute-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:brute-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:4-algorithm:brute-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:auto-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:auto-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:auto-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:auto-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:ball_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:ball_tree-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:ball_tree-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:ball_tree-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:kd_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:kd_tree-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:kd_tree-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:kd_tree-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:brute-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:brute-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:brute-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:5-algorithm:brute-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:auto-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:auto-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:auto-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:auto-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:ball_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:ball_tree-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:ball_tree-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:ball_tree-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:kd_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:kd_tree-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:kd_tree-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:kd_tree-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:brute-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:brute-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:brute-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:6-algorithm:brute-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:7-algorithm:auto-metric:minkowski-weights:distance,1.0,1.0,0.999512503018,0.996863557355
KNeighborsRegressor,n_neighbors:7-algorithm:auto-metric:euclidean-weights:distance,1.0,1.0,0.999512503018,0.996863557355
KNeighborsRegressor,n_neighbors:7-algorithm:ball_tree-metric:minkowski-weights:distance,1.0,1.0,0.999512503018,0.996863557355
KNeighborsRegressor,n_neighbors:7-algorithm:ball_tree-metric:euclidean-weights:distance,1.0,1.0,0.999512503018,0.996863557355
KNeighborsRegressor,n_neighbors:7-algorithm:kd_tree-metric:minkowski-weights:distance,1.0,1.0,0.999512503018,0.996863557355
KNeighborsRegressor,n_neighbors:7-algorithm:kd_tree-metric:euclidean-weights:distance,1.0,1.0,0.999512503018,0.996863557355
KNeighborsRegressor,n_neighbors:7-algorithm:brute-metric:minkowski-weights:distance,1.0,1.0,0.999512503018,0.996863557355
KNeighborsRegressor,n_neighbors:7-algorithm:brute-metric:euclidean-weights:distance,1.0,1.0,0.999512503018,0.996863557355
KNeighborsRegressor,n_neighbors:8-algorithm:auto-metric:minkowski-weights:distance,1.0,1.0,0.999512503018,0.996863557355
KNeighborsRegressor,n_neighbors:8-algorithm:auto-metric:euclidean-weights:distance,1.0,1.0,0.999512503018,0.996863557355
KNeighborsRegressor,n_neighbors:8-algorithm:ball_tree-metric:minkowski-weights:distance,1.0,1.0,0.999512503018,0.996863557355
KNeighborsRegressor,n_neighbors:8-algorithm:ball_tree-metric:euclidean-weights:distance,1.0,1.0,0.999512503018,0.996863557355
