Algorithm,Params,R_Score,Pearson,Spearman,Kendalltau
Bagging,bootstrap:True-n_estimators:10,1.0,1.0,1.0,1.0
Bagging,bootstrap:True-n_estimators:50,0.999999002971,0.999999526699,1.0,1.0
Bagging,bootstrap:True-n_estimators:100,0.999975526074,0.999988542589,1.0,1.0
Bagging,bootstrap:False-n_estimators:10,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:50,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:100,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:200,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:500,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:1000,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:1500,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:2000,1.0,1.0,1.0,1.0
DecisionTree,criterion:mse-splitter:best,1.0,1.0,1.0,1.0
DecisionTree,criterion:mse-splitter:random,1.0,1.0,1.0,1.0
DecisionTree,criterion:friedman_mse-splitter:best,1.0,1.0,1.0,1.0
DecisionTree,criterion:mae-splitter:best,1.0,1.0,1.0,1.0
DecisionTree,criterion:mae-splitter:random,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:auto-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:auto-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:auto-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:auto-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:ball_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:ball_tree-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:ball_tree-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:ball_tree-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:kd_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:kd_tree-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:kd_tree-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:kd_tree-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:brute-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:brute-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:brute-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:1-algorithm:brute-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:auto-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:auto-metric:minkowski-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:auto-metric:euclidean-weights:uniform,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:auto-metric:euclidean-weights:distance,1.0,1.0,1.0,1.0
KNeighborsRegressor,n_neighbors:2-algorithm:ball_tree-metric:minkowski-weights:uniform,1.0,1.0,1.0,1.0
