Algorithm,Params,R_Score,Pearson,Spearman,Kendalltau
Bagging,bootstrap:True-n_estimators:50,0.999971731341,0.999986743596,1.0,1.0
Bagging,bootstrap:True-n_estimators:100,0.999916211896,0.999960748876,1.0,1.0
Bagging,bootstrap:True-n_estimators:500,0.9999875198,0.99999565021,1.0,1.0
Bagging,bootstrap:True-n_estimators:1000,0.999993916644,0.999997579897,1.0,1.0
Bagging,bootstrap:True-n_estimators:1500,0.999992190943,0.99999707637,1.0,1.0
Bagging,bootstrap:True-n_estimators:2000,0.999992293705,0.999997536594,1.0,1.0
Bagging,bootstrap:False-n_estimators:10,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:50,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:100,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:200,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:500,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:1000,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:1500,1.0,1.0,1.0,1.0
Bagging,bootstrap:False-n_estimators:2000,1.0,1.0,1.0,1.0
DecisionTree,criterion:mse-splitter:best,1.0,1.0,1.0,1.0
DecisionTree,criterion:mse-splitter:random,1.0,1.0,1.0,1.0
DecisionTree,criterion:friedman_mse-splitter:best,1.0,1.0,1.0,1.0
DecisionTree,criterion:friedman_mse-splitter:random,1.0,1.0,1.0,1.0
DecisionTree,criterion:mae-splitter:best,1.0,1.0,1.0,1.0
DecisionTree,criterion:mae-splitter:random,1.0,1.0,1.0,1.0
GradientBoostingRegressor,criterion:friedman_mse-n_estimators:200-loss:ls-min_samples_split:2-min_samples_leaf:1,0.99999978026,0.999999901902,1.0,1.0
GradientBoostingRegressor,criterion:friedman_mse-n_estimators:500-loss:ls-min_samples_split:2-min_samples_leaf:1,0.999999933411,0.999999970188,1.0,1.0
GradientBoostingRegressor,criterion:friedman_mse-n_estimators:1000-loss:ls-min_samples_split:2-min_samples_leaf:1,0.999999933411,0.999999970188,1.0,1.0
GradientBoostingRegressor,criterion:friedman_mse-n_estimators:1500-loss:ls-min_samples_split:2-min_samples_leaf:1,0.999999933411,0.999999970188,1.0,1.0
GradientBoostingRegressor,criterion:friedman_mse-n_estimators:2000-loss:ls-min_samples_split:2-min_samples_leaf:1,0.999999933411,0.999999970188,1.0,1.0
GradientBoostingRegressor,criterion:mse-n_estimators:200-loss:ls-min_samples_split:2-min_samples_leaf:1,0.99999978026,0.999999901902,1.0,1.0
GradientBoostingRegressor,criterion:mse-n_estimators:500-loss:ls-min_samples_split:2-min_samples_leaf:1,0.999999933411,0.999999970188,1.0,1.0
